person,image,pixel_0,pixel_1,pixel_2,pixel_3,pixel_4,pixel_5,pixel_6,pixel_7,pixel_8,pixel_9,pixel_10,pixel_11,pixel_12,pixel_13,pixel_14,pixel_15,pixel_16,pixel_17,pixel_18,pixel_19,pixel_20,pixel_21,pixel_22,pixel_23,pixel_24,pixel_25,pixel_26,pixel_27,pixel_28,pixel_29,pixel_30,pixel_31,pixel_32,pixel_33,pixel_34,pixel_35,pixel_36,pixel_37,pixel_38,pixel_39,pixel_40,pixel_41,pixel_42,pixel_43,pixel_44,pixel_45,pixel_46,pixel_47,pixel_48,pixel_49,pixel_50,pixel_51,pixel_52,pixel_53,pixel_54,pixel_55,pixel_56,pixel_57,pixel_58,pixel_59,pixel_60,pixel_61,pixel_62,pixel_63,pixel_64,pixel_65,pixel_66,pixel_67,pixel_68,pixel_69,pixel_70,pixel_71,pixel_72,pixel_73,pixel_74,pixel_75,pixel_76,pixel_77,pixel_78,pixel_79,pixel_80,pixel_81,pixel_82,pixel_83,pixel_84,pixel_85,pixel_86,pixel_87,pixel_88,pixel_89,pixel_90,pixel_91,pixel_92,pixel_93,pixel_94,pixel_95,pixel_96,pixel_97,pixel_98,pixel_99,pixel_100,pixel_101,pixel_102,pixel_103,pixel_104,pixel_105,pixel_106,pixel_107,pixel_108,pixel_109,pixel_110,pixel_111,pixel_112,pixel_113,pixel_114,pixel_115,pixel_116,pixel_117,pixel_118,pixel_119,pixel_120,pixel_121,pixel_122,pixel_123,pixel_124,pixel_125,pixel_126,pixel_127,pixel_128,pixel_129,pixel_130,pixel_131,pixel_132,pixel_133,pixel_134,pixel_135,pixel_136,pixel_137,pixel_138,pixel_139,pixel_140,pixel_141,pixel_142,pixel_143,pixel_144,pixel_145,pixel_146,pixel_147,pixel_148,pixel_149,pixel_150,pixel_151,pixel_152,pixel_153,pixel_154,pixel_155,pixel_156,pixel_157,pixel_158,pixel_159,pixel_160,pixel_161,pixel_162,pixel_163,pixel_164,pixel_165,pixel_166,pixel_167,pixel_168,pixel_169,pixel_170,pixel_171,pixel_172,pixel_173,pixel_174,pixel_175,pixel_176,pixel_177,pixel_178,pixel_179,pixel_180,pixel_181,pixel_182,pixel_183,pixel_184,pixel_185,pixel_186,pixel_187,pixel_188,pixel_189,pixel_190,pixel_191,pixel_192,pixel_193,pixel_194,pixel_195,pixel_196,pixel_197,pixel_198,pixel_199,pixel_200,pixel_201,pixel_202,pixel_203,pixel_204,pixel_205,pixel_206,pixel_207,pixel_208,pixel_209,pixel_210,pixel_211,pixel_212,pixel_213,pixel_214,pixel_215,pixel_216,pixel_217,pixel_218,pixel_219,pixel_220,pixel_221,pixel_222,pixel_223,pixel_224,pixel_225,pixel_226,pixel_227,pixel_228,pixel_229,pixel_230,pixel_231,pixel_232,pixel_233,pixel_234,pixel_235,pixel_236,pixel_237,pixel_238,pixel_239,pixel_240,pixel_241,pixel_242,pixel_243,pixel_244,pixel_245,pixel_246,pixel_247,pixel_248,pixel_249,pixel_250,pixel_251,pixel_252,pixel_253,pixel_254,pixel_255
duba,surprised.jpeg,88472.0,11.0,10.0,18.0,10.0,6.0,36.0,18.0,24.0,14.0,16.0,22.0,30.0,68.0,181.0,200.0,237.0,222.0,277.0,248.0,280.0,256.0,312.0,392.0,238.0,259.0,302.0,253.0,352.0,375.0,460.0,711.0,818.0,1080.0,1477.0,2172.0,3175.0,4933.0,5711.0,5252.0,6586.0,7556.0,6267.0,6447.0,5892.0,5567.0,3930.0,3732.0,2777.0,2767.0,3170.0,2612.0,2432.0,2273.0,2460.0,2621.0,2358.0,2399.0,2492.0,2340.0,2387.0,2530.0,2822.0,3646.0,4525.0,7208.0,9408.0,9555.0,8540.0,8267.0,7390.0,6770.0,5221.0,3692.0,3086.0,2639.0,2359.0,2640.0,2360.0,2411.0,2402.0,2426.0,2456.0,2487.0,2512.0,2704.0,2484.0,2416.0,2357.0,2412.0,2732.0,2509.0,2771.0,2522.0,2243.0,2254.0,2346.0,3053.0,2821.0,2469.0,2409.0,2300.0,2112.0,2313.0,2003.0,1969.0,1778.0,1817.0,1603.0,1486.0,1333.0,1280.0,1314.0,1532.0,2155.0,1756.0,1667.0,1445.0,1383.0,1163.0,969.0,936.0,897.0,871.0,786.0,680.0,709.0,621.0,664.0,662.0,690.0,653.0,599.0,581.0,578.0,609.0,579.0,524.0,491.0,482.0,485.0,421.0,400.0,395.0,321.0,305.0,298.0,271.0,278.0,225.0,285.0,262.0,254.0,220.0,227.0,214.0,200.0,227.0,227.0,252.0,222.0,301.0,257.0,307.0,290.0,386.0,648.0,624.0,1246.0,1524.0,2335.0,1706.0,2365.0,1538.0,1895.0,1952.0,2098.0,2593.0,1824.0,2360.0,2186.0,3067.0,2472.0,2632.0,3177.0,3237.0,3839.0,4514.0,6090.0,7948.0,8727.0,8393.0,10888.0,10076.0,8190.0,8853.0,9192.0,6903.0,8302.0,8103.0,8356.0,8539.0,6410.0,6342.0,8038.0,3424.0,2557.0,2585.0,2467.0,3145.0,4123.0,6936.0,9182.0,8153.0,9214.0,12867.0,14830.0,20427.0,14742.0,12789.0,12188.0,12721.0,14747.0,15686.0,12104.0,10786.0,9023.0,4877.0,595.0,313.0,48.0,30.0,38.0,35.0,48.0,35.0,54.0,49.0,88.0,216.0,308.0,425.0,15794.0,460.0,320.0,241.0,118.0,88.0,70.0,62.0,96.0,196.0,180.0,434.0,2011.0,35158.0
duba,surprised.jpeg,449.0,24.0,30.0,33.0,24.0,29.0,27.0,30.0,23.0,34.0,32.0,48.0,55.0,104.0,195.0,225.0,283.0,259.0,540.0,420.0,391.0,371.0,377.0,517.0,313.0,332.0,381.0,346.0,438.0,376.0,508.0,808.0,894.0,1133.0,1508.0,2189.0,3223.0,5000.0,5794.0,5303.0,6766.0,7591.0,6356.0,6545.0,5998.0,5554.0,4016.0,3805.0,2858.0,2830.0,3224.0,2668.0,2596.0,2352.0,2494.0,2643.0,2493.0,2435.0,2516.0,2412.0,2462.0,2563.0,2954.0,3792.0,4658.0,7525.0,9829.0,9722.0,8689.0,8452.0,7396.0,6823.0,5311.0,3848.0,3138.0,2768.0,2467.0,2816.0,2500.0,2615.0,2556.0,2834.0,3121.0,3117.0,3283.0,3361.0,3085.0,2718.0,2464.0,2646.0,2836.0,2642.0,2824.0,2658.0,2274.0,2401.0,2425.0,3234.0,2915.0,2568.0,2559.0,2726.0,2360.0,2761.0,2408.0,2408.0,2067.0,2158.0,1902.0,1752.0,1667.0,1420.0,1489.0,1666.0,2279.0,1900.0,1704.0,1529.0,1368.0,1275.0,983.0,909.0,932.0,833.0,888.0,734.0,716.0,663.0,746.0,652.0,658.0,707.0,581.0,621.0,578.0,641.0,631.0,530.0,497.0,536.0,558.0,554.0,518.0,494.0,433.0,404.0,367.0,394.0,300.0,290.0,296.0,295.0,302.0,280.0,257.0,314.0,316.0,318.0,435.0,352.0,525.0,510.0,487.0,480.0,532.0,581.0,940.0,885.0,1595.0,3247.0,5686.0,5098.0,3879.0,2196.0,2351.0,2105.0,2192.0,2689.0,1847.0,2478.0,2193.0,3250.0,2512.0,2698.0,3357.0,3412.0,3929.0,4587.0,6159.0,7987.0,8860.0,8418.0,11050.0,10162.0,8215.0,8990.0,9226.0,6906.0,8484.0,8253.0,8489.0,8994.0,7003.0,7047.0,8556.0,3718.0,3286.0,2765.0,2673.0,3227.0,4221.0,6959.0,9131.0,8153.0,9263.0,12788.0,14940.0,20438.0,14811.0,12943.0,12859.0,13531.0,15506.0,16534.0,13816.0,12393.0,10451.0,7120.0,2696.0,2541.0,1449.0,752.0,95.0,232.0,124.0,202.0,212.0,166.0,306.0,392.0,309.0,301.0,22212.0,324.0,350.0,360.0,151.0,164.0,139.0,130.0,298.0,362.0,206.0,470.0,2709.0,58995.0
duba,smiling.jpeg,470.0,22.0,30.0,28.0,18.0,22.0,20.0,17.0,24.0,19.0,26.0,30.0,29.0,31.0,32.0,75.0,63.0,66.0,54.0,83.0,76.0,114.0,122.0,164.0,214.0,251.0,429.0,592.0,819.0,1132.0,1182.0,1276.0,1389.0,1811.0,2969.0,3703.0,4683.0,5072.0,5620.0,5259.0,5170.0,4685.0,4868.0,4349.0,3765.0,3600.0,3896.0,3417.0,3240.0,3155.0,3269.0,2666.0,2619.0,2362.0,2375.0,2396.0,2234.0,2498.0,2789.0,4111.0,6971.0,7200.0,6794.0,9738.0,6916.0,5963.0,4589.0,3695.0,2917.0,2725.0,2812.0,2644.0,2514.0,2273.0,2344.0,2130.0,2130.0,2185.0,2148.0,2276.0,2168.0,2110.0,2236.0,2340.0,2265.0,2239.0,2128.0,2123.0,2019.0,2228.0,2406.0,2431.0,2105.0,2148.0,2017.0,1994.0,2147.0,2187.0,2051.0,1919.0,1931.0,1891.0,1754.0,1642.0,1514.0,1513.0,1430.0,1339.0,1321.0,1249.0,1263.0,1212.0,1247.0,1360.0,1522.0,1578.0,1748.0,1380.0,1072.0,988.0,850.0,868.0,761.0,737.0,673.0,587.0,548.0,498.0,542.0,541.0,557.0,554.0,763.0,755.0,623.0,614.0,481.0,400.0,376.0,365.0,360.0,316.0,304.0,339.0,321.0,363.0,312.0,297.0,298.0,293.0,270.0,263.0,270.0,252.0,223.0,243.0,197.0,217.0,180.0,191.0,202.0,198.0,184.0,200.0,189.0,177.0,228.0,178.0,209.0,200.0,184.0,181.0,227.0,240.0,241.0,289.0,407.0,417.0,492.0,390.0,716.0,1024.0,1604.0,2163.0,2871.0,4589.0,4975.0,5546.0,5243.0,6899.0,6121.0,7847.0,15225.0,17317.0,11112.0,13287.0,11243.0,11661.0,11293.0,12223.0,11473.0,15448.0,20305.0,22799.0,22334.0,17456.0,14743.0,10462.0,10536.0,16845.0,12573.0,12164.0,11990.0,11491.0,12039.0,9475.0,11186.0,10539.0,13651.0,19970.0,24194.0,16611.0,11052.0,2317.0,768.0,272.0,21.0,35.0,27.0,35.0,45.0,48.0,47.0,49.0,60.0,62.0,65.0,162.0,151.0,246.0,413.0,316.0,22195.0,425.0,255.0,369.0,154.0,129.0,132.0,110.0,353.0,407.0,208.0,405.0,2619.0,59123.0
duba,smiling.jpeg,88473.0,10.0,6.0,8.0,14.0,4.0,34.0,13.0,24.0,6.0,11.0,20.0,30.0,28.0,24.0,65.0,74.0,53.0,58.0,73.0,79.0,81.0,116.0,155.0,169.0,246.0,411.0,599.0,794.0,1110.0,1218.0,1318.0,1375.0,1825.0,2877.0,3803.0,4650.0,5118.0,5635.0,5182.0,5213.0,4635.0,4815.0,4362.0,3824.0,3647.0,3823.0,3416.0,3221.0,3145.0,3242.0,2630.0,2651.0,2363.0,2354.0,2368.0,2294.0,2475.0,2689.0,4171.0,6884.0,7248.0,6985.0,9579.0,6927.0,5993.0,4524.0,3482.0,2749.0,2667.0,2657.0,2589.0,2358.0,2228.0,2172.0,2047.0,2041.0,2086.0,2135.0,2165.0,2062.0,2031.0,2156.0,2192.0,2097.0,2119.0,1914.0,1861.0,1761.0,1856.0,2052.0,1962.0,1699.0,1599.0,1531.0,1642.0,1648.0,1694.0,1593.0,1539.0,1502.0,1531.0,1436.0,1329.0,1202.0,1240.0,1230.0,1159.0,1197.0,1148.0,1187.0,1120.0,1140.0,1275.0,1433.0,1482.0,1651.0,1358.0,1111.0,873.0,772.0,816.0,718.0,692.0,623.0,598.0,521.0,503.0,488.0,490.0,490.0,524.0,692.0,644.0,553.0,594.0,445.0,401.0,371.0,359.0,352.0,326.0,346.0,317.0,340.0,286.0,291.0,252.0,263.0,244.0,259.0,272.0,243.0,221.0,231.0,198.0,224.0,192.0,208.0,195.0,191.0,198.0,184.0,187.0,194.0,187.0,208.0,212.0,186.0,200.0,206.0,212.0,197.0,236.0,264.0,278.0,356.0,333.0,479.0,402.0,686.0,1035.0,1608.0,2099.0,2831.0,4465.0,4920.0,5423.0,5051.0,6581.0,5820.0,7145.0,14682.0,16499.0,10542.0,12359.0,10282.0,10577.0,10083.0,10783.0,9892.0,13334.0,18306.0,19960.0,19316.0,13494.0,14090.0,10337.0,10402.0,16413.0,12247.0,11011.0,10553.0,10555.0,10461.0,9074.0,10075.0,9328.0,12101.0,17884.0,21827.0,15052.0,10470.0,2169.0,418.0,44.0,26.0,34.0,24.0,20.0,20.0,28.0,39.0,36.0,50.0,33.0,58.0,64.0,118.0,168.0,253.0,425.0,15816.0,466.0,285.0,192.0,135.0,91.0,80.0,61.0,116.0,180.0,232.0,369.0,1939.0,35271.0
duba,smiling.jpeg,470.0,22.0,30.0,28.0,18.0,22.0,20.0,17.0,24.0,19.0,26.0,30.0,29.0,31.0,32.0,75.0,63.0,66.0,54.0,83.0,76.0,114.0,122.0,164.0,214.0,251.0,429.0,592.0,819.0,1132.0,1182.0,1276.0,1389.0,1811.0,2969.0,3703.0,4683.0,5072.0,5620.0,5259.0,5170.0,4685.0,4868.0,4349.0,3765.0,3600.0,3896.0,3417.0,3240.0,3155.0,3269.0,2666.0,2619.0,2362.0,2375.0,2396.0,2234.0,2498.0,2789.0,4111.0,6971.0,7200.0,6794.0,9738.0,6916.0,5963.0,4589.0,3695.0,2917.0,2725.0,2812.0,2644.0,2514.0,2273.0,2344.0,2130.0,2130.0,2185.0,2148.0,2276.0,2168.0,2110.0,2236.0,2340.0,2265.0,2239.0,2128.0,2123.0,2019.0,2228.0,2406.0,2431.0,2105.0,2148.0,2017.0,1994.0,2147.0,2187.0,2051.0,1919.0,1931.0,1891.0,1754.0,1642.0,1514.0,1513.0,1430.0,1339.0,1321.0,1249.0,1263.0,1212.0,1247.0,1360.0,1522.0,1578.0,1748.0,1380.0,1072.0,988.0,850.0,868.0,761.0,737.0,673.0,587.0,548.0,498.0,542.0,541.0,557.0,554.0,763.0,755.0,623.0,614.0,481.0,400.0,376.0,365.0,360.0,316.0,304.0,339.0,321.0,363.0,312.0,297.0,298.0,293.0,270.0,263.0,270.0,252.0,223.0,243.0,197.0,217.0,180.0,191.0,202.0,198.0,184.0,200.0,189.0,177.0,228.0,178.0,209.0,200.0,184.0,181.0,227.0,240.0,241.0,289.0,407.0,417.0,492.0,390.0,716.0,1024.0,1604.0,2163.0,2871.0,4589.0,4975.0,5546.0,5243.0,6899.0,6121.0,7847.0,15225.0,17317.0,11112.0,13287.0,11243.0,11661.0,11293.0,12223.0,11473.0,15448.0,20305.0,22799.0,22334.0,17456.0,14743.0,10462.0,10536.0,16845.0,12573.0,12164.0,11990.0,11491.0,12039.0,9475.0,11186.0,10539.0,13651.0,19970.0,24194.0,16611.0,11052.0,2317.0,768.0,272.0,21.0,35.0,27.0,35.0,45.0,48.0,47.0,49.0,60.0,62.0,65.0,162.0,151.0,246.0,413.0,316.0,22195.0,425.0,255.0,369.0,154.0,129.0,132.0,110.0,353.0,407.0,208.0,405.0,2619.0,59123.0
duba,neutral.jpeg,459.0,35.0,29.0,26.0,40.0,32.0,43.0,68.0,96.0,116.0,211.0,229.0,728.0,440.0,216.0,172.0,201.0,192.0,190.0,224.0,257.0,356.0,371.0,361.0,384.0,476.0,558.0,607.0,981.0,1139.0,1375.0,1781.0,2245.0,3181.0,3562.0,4607.0,4585.0,4934.0,5093.0,6228.0,5953.0,4772.0,4588.0,5199.0,4536.0,4541.0,4659.0,3322.0,3812.0,2954.0,2806.0,2866.0,2838.0,2606.0,2624.0,2645.0,2486.0,2444.0,2548.0,3522.0,4893.0,6636.0,8167.0,7329.0,6137.0,4348.0,4622.0,4700.0,3861.0,3164.0,2686.0,2326.0,2484.0,2293.0,2283.0,2293.0,2114.0,2203.0,2073.0,2123.0,1873.0,1917.0,2040.0,1855.0,1851.0,1770.0,1640.0,1671.0,1845.0,1833.0,2059.0,2176.0,1965.0,2325.0,2475.0,2531.0,2644.0,2559.0,2970.0,3085.0,2719.0,2799.0,2524.0,2204.0,1916.0,1791.0,1725.0,1684.0,1620.0,1530.0,1505.0,1347.0,1533.0,1480.0,1480.0,1595.0,1640.0,1585.0,1247.0,1033.0,973.0,945.0,797.0,850.0,736.0,754.0,729.0,697.0,656.0,680.0,729.0,665.0,708.0,697.0,630.0,576.0,517.0,545.0,539.0,555.0,602.0,525.0,536.0,516.0,509.0,518.0,379.0,429.0,357.0,330.0,319.0,209.0,158.0,176.0,156.0,162.0,128.0,122.0,141.0,129.0,151.0,132.0,120.0,166.0,132.0,157.0,163.0,262.0,475.0,570.0,717.0,762.0,925.0,1132.0,1556.0,1431.0,1437.0,1933.0,2285.0,1958.0,1786.0,3359.0,3470.0,3460.0,6929.0,9309.0,8330.0,8711.0,10361.0,10948.0,10309.0,11698.0,13802.0,9958.0,8175.0,11414.0,11283.0,11196.0,11597.0,10909.0,10936.0,11724.0,12993.0,13934.0,10238.0,12019.0,12076.0,7394.0,7917.0,11272.0,13861.0,14177.0,12538.0,12916.0,11745.0,14020.0,13386.0,13182.0,13229.0,13642.0,15246.0,13524.0,9239.0,5757.0,2443.0,290.0,64.0,68.0,58.0,30.0,42.0,49.0,49.0,58.0,66.0,64.0,69.0,194.0,124.0,283.0,341.0,293.0,22210.0,430.0,295.0,293.0,207.0,144.0,139.0,99.0,323.0,325.0,243.0,459.0,2520.0,59223.0
duba,neutral.jpeg,88472.0,12.0,11.0,23.0,12.0,15.0,49.0,29.0,60.0,95.0,209.0,269.0,714.0,431.0,235.0,192.0,163.0,129.0,138.0,134.0,143.0,137.0,210.0,259.0,287.0,376.0,460.0,496.0,866.0,1056.0,1349.0,1705.0,2191.0,3108.0,3481.0,4577.0,4405.0,4824.0,4927.0,6133.0,5835.0,4587.0,4581.0,5008.0,4482.0,4411.0,4530.0,3268.0,3604.0,2834.0,2650.0,2741.0,2673.0,2574.0,2595.0,2496.0,2357.0,2434.0,2534.0,3415.0,4753.0,6568.0,8041.0,7377.0,6028.0,4349.0,4520.0,4384.0,3797.0,3043.0,2586.0,2291.0,2415.0,2293.0,2266.0,2250.0,2135.0,2125.0,1986.0,2125.0,1848.0,1892.0,1984.0,1787.0,1804.0,1700.0,1583.0,1624.0,1627.0,1650.0,1729.0,1813.0,1631.0,1776.0,1696.0,1783.0,1800.0,1811.0,2074.0,2175.0,2139.0,2081.0,1966.0,1652.0,1578.0,1481.0,1388.0,1478.0,1426.0,1319.0,1333.0,1206.0,1429.0,1403.0,1466.0,1489.0,1578.0,1523.0,1280.0,993.0,924.0,959.0,792.0,862.0,751.0,728.0,699.0,670.0,663.0,655.0,677.0,675.0,634.0,670.0,613.0,572.0,528.0,470.0,485.0,541.0,502.0,504.0,497.0,493.0,527.0,435.0,371.0,358.0,356.0,309.0,261.0,221.0,190.0,165.0,160.0,144.0,146.0,132.0,120.0,145.0,111.0,146.0,129.0,131.0,119.0,152.0,171.0,184.0,327.0,446.0,577.0,681.0,773.0,1008.0,1429.0,1410.0,1335.0,1890.0,2266.0,1962.0,1811.0,3269.0,3465.0,3335.0,6644.0,8412.0,7661.0,8018.0,9449.0,10114.0,9570.0,11195.0,12954.0,9575.0,7692.0,10866.0,10823.0,10722.0,11157.0,10394.0,10425.0,11071.0,11846.0,12815.0,9110.0,9778.0,10373.0,7225.0,7993.0,11213.0,13805.0,14220.0,12467.0,12018.0,11261.0,13204.0,12573.0,12250.0,11668.0,12087.0,13101.0,11700.0,7473.0,3582.0,405.0,47.0,29.0,31.0,19.0,16.0,21.0,25.0,38.0,34.0,45.0,45.0,41.0,80.0,103.0,185.0,276.0,409.0,15805.0,519.0,257.0,191.0,131.0,89.0,70.0,62.0,116.0,165.0,212.0,389.0,1995.0,35229.0
duba,neutral.jpeg,459.0,35.0,29.0,26.0,40.0,32.0,43.0,68.0,96.0,116.0,211.0,229.0,728.0,440.0,216.0,172.0,201.0,192.0,190.0,224.0,257.0,356.0,371.0,361.0,384.0,476.0,558.0,607.0,981.0,1139.0,1375.0,1781.0,2245.0,3181.0,3562.0,4607.0,4585.0,4934.0,5093.0,6228.0,5953.0,4772.0,4588.0,5199.0,4536.0,4541.0,4659.0,3322.0,3812.0,2954.0,2806.0,2866.0,2838.0,2606.0,2624.0,2645.0,2486.0,2444.0,2548.0,3522.0,4893.0,6636.0,8167.0,7329.0,6137.0,4348.0,4622.0,4700.0,3861.0,3164.0,2686.0,2326.0,2484.0,2293.0,2283.0,2293.0,2114.0,2203.0,2073.0,2123.0,1873.0,1917.0,2040.0,1855.0,1851.0,1770.0,1640.0,1671.0,1845.0,1833.0,2059.0,2176.0,1965.0,2325.0,2475.0,2531.0,2644.0,2559.0,2970.0,3085.0,2719.0,2799.0,2524.0,2204.0,1916.0,1791.0,1725.0,1684.0,1620.0,1530.0,1505.0,1347.0,1533.0,1480.0,1480.0,1595.0,1640.0,1585.0,1247.0,1033.0,973.0,945.0,797.0,850.0,736.0,754.0,729.0,697.0,656.0,680.0,729.0,665.0,708.0,697.0,630.0,576.0,517.0,545.0,539.0,555.0,602.0,525.0,536.0,516.0,509.0,518.0,379.0,429.0,357.0,330.0,319.0,209.0,158.0,176.0,156.0,162.0,128.0,122.0,141.0,129.0,151.0,132.0,120.0,166.0,132.0,157.0,163.0,262.0,475.0,570.0,717.0,762.0,925.0,1132.0,1556.0,1431.0,1437.0,1933.0,2285.0,1958.0,1786.0,3359.0,3470.0,3460.0,6929.0,9309.0,8330.0,8711.0,10361.0,10948.0,10309.0,11698.0,13802.0,9958.0,8175.0,11414.0,11283.0,11196.0,11597.0,10909.0,10936.0,11724.0,12993.0,13934.0,10238.0,12019.0,12076.0,7394.0,7917.0,11272.0,13861.0,14177.0,12538.0,12916.0,11745.0,14020.0,13386.0,13182.0,13229.0,13642.0,15246.0,13524.0,9239.0,5757.0,2443.0,290.0,64.0,68.0,58.0,30.0,42.0,49.0,49.0,58.0,66.0,64.0,69.0,194.0,124.0,283.0,341.0,293.0,22210.0,430.0,295.0,293.0,207.0,144.0,139.0,99.0,323.0,325.0,243.0,459.0,2520.0,59223.0
faly,smiling.jpeg,461.0,1256.0,1447.0,1900.0,2462.0,2809.0,3188.0,3549.0,3693.0,3927.0,3877.0,4116.0,4313.0,4385.0,4692.0,4930.0,5131.0,5194.0,5627.0,5654.0,6173.0,6335.0,6731.0,6962.0,7279.0,7935.0,8222.0,8660.0,9068.0,9703.0,10079.0,10588.0,11204.0,11946.0,12317.0,12834.0,13474.0,14178.0,14429.0,14885.0,15500.0,15938.0,16750.0,17707.0,18477.0,19442.0,20290.0,21075.0,21629.0,22299.0,22836.0,22906.0,23519.0,23761.0,23895.0,23569.0,23067.0,22585.0,21820.0,20847.0,19876.0,19124.0,18826.0,18311.0,18244.0,17991.0,18501.0,19160.0,19948.0,21122.0,22257.0,24096.0,25743.0,27179.0,28279.0,29555.0,30455.0,30947.0,30647.0,29952.0,29544.0,28307.0,27056.0,26390.0,25515.0,24767.0,24227.0,23290.0,22057.0,21207.0,19699.0,17832.0,16333.0,14883.0,13611.0,12217.0,11698.0,11351.0,11050.0,10991.0,10749.0,9707.0,8142.0,6152.0,4609.0,3375.0,2658.0,2247.0,2016.0,1897.0,1949.0,1831.0,1898.0,1960.0,2034.0,1996.0,2116.0,2154.0,2189.0,2369.0,2400.0,2565.0,2655.0,2779.0,2777.0,2854.0,3027.0,3235.0,3449.0,3719.0,3805.0,4223.0,4460.0,4997.0,5506.0,6318.0,7238.0,7996.0,9298.0,10625.0,12389.0,14857.0,19067.0,24404.0,30928.0,37584.0,44172.0,50344.0,57434.0,66077.0,77695.0,87291.0,97501.0,107662.0,115428.0,124051.0,135333.0,148123.0,163180.0,168701.0,161035.0,145387.0,126887.0,110267.0,95591.0,85386.0,74605.0,63650.0,51796.0,39494.0,30472.0,24220.0,20147.0,16978.0,15003.0,13077.0,10138.0,7110.0,4609.0,3011.0,2005.0,1585.0,1441.0,1326.0,1214.0,1247.0,1225.0,1273.0,1237.0,1212.0,1318.0,1385.0,1298.0,1373.0,1420.0,1592.0,1678.0,1853.0,2253.0,2469.0,3159.0,3767.0,4987.0,6002.0,6992.0,7463.0,7918.0,8531.0,9251.0,10047.0,11606.0,12863.0,15203.0,18048.0,20732.0,23189.0,25255.0,25714.0,26086.0,26413.0,26691.0,27165.0,26987.0,24725.0,20667.0,15446.0,11570.0,8870.0,8135.0,8677.0,8824.0,7760.0,6032.0,3604.0,1788.0,798.0,388.0,200.0,110.0,60.0,59.0,34.0,20.0,23.0,5.0,14.0,9.0,9.0,19.0,14.0,12.0,15.0,14.0,5.0,0.0,0.0
faly,smiling.jpeg,522588.0,598.0,1363.0,1757.0,2372.0,2976.0,3240.0,3476.0,3684.0,3907.0,3887.0,4050.0,4312.0,4523.0,4623.0,4907.0,5015.0,5256.0,5621.0,5685.0,6178.0,6305.0,6700.0,7150.0,7350.0,7791.0,8098.0,8596.0,9103.0,9665.0,10278.0,10828.0,11483.0,11924.0,12516.0,13242.0,13720.0,14285.0,14587.0,14711.0,15470.0,15517.0,16483.0,17329.0,18115.0,19537.0,20779.0,21093.0,21842.0,22242.0,22551.0,23069.0,23569.0,23710.0,23807.0,23806.0,23181.0,22219.0,21227.0,20034.0,19036.0,17954.0,17192.0,16651.0,16408.0,16075.0,16242.0,16879.0,17220.0,17905.0,18730.0,19723.0,20674.0,21688.0,22539.0,23132.0,23475.0,23777.0,23293.0,22782.0,21881.0,20942.0,20180.0,19688.0,19253.0,18467.0,18235.0,17595.0,16921.0,16279.0,15308.0,14190.0,13143.0,12305.0,11387.0,10747.0,10435.0,10275.0,10700.0,11166.0,10833.0,9971.0,8065.0,5967.0,4065.0,2909.0,2253.0,1952.0,1867.0,1826.0,1876.0,1838.0,1924.0,1955.0,1999.0,2031.0,2114.0,2119.0,2219.0,2340.0,2425.0,2589.0,2565.0,2698.0,2645.0,2681.0,2728.0,2859.0,2887.0,2847.0,2992.0,3050.0,3176.0,3302.0,3645.0,3747.0,3942.0,4166.0,4443.0,4848.0,5316.0,6351.0,8877.0,12965.0,19114.0,26306.0,34276.0,41932.0,50962.0,60539.0,71339.0,77952.0,82295.0,86346.0,91923.0,103498.0,119452.0,137325.0,155153.0,164641.0,160004.0,144753.0,126809.0,109711.0,95090.0,84899.0,75105.0,63233.0,51642.0,38836.0,29902.0,23688.0,19322.0,16646.0,14580.0,12825.0,9947.0,6772.0,4170.0,2578.0,1764.0,1396.0,1300.0,1251.0,1088.0,1130.0,1119.0,1179.0,1135.0,1090.0,1134.0,1159.0,1162.0,1203.0,1251.0,1343.0,1396.0,1415.0,1522.0,1650.0,1770.0,2060.0,2639.0,3104.0,3722.0,3637.0,3547.0,3906.0,4339.0,5245.0,6290.0,7776.0,9468.0,11793.0,14784.0,17097.0,20013.0,22690.0,24010.0,25145.0,25384.0,26368.0,26441.0,24232.0,19948.0,14613.0,10601.0,8189.0,7589.0,8675.0,8789.0,7538.0,6088.0,3353.0,1614.0,599.0,242.0,116.0,68.0,37.0,27.0,18.0,20.0,13.0,15.0,10.0,6.0,12.0,9.0,13.0,5.0,8.0,4.0,0.0,0.0,0.0
